233,486,486
234,485,485
235,501,501
236,229,229
237,169,169
238,227,227
239,352,352
240,152,152
241,126,126
242,38,38
243,125,125
244,30,30
245,76,76
246,318,318
247,292,292
248,255,255
249,317,317
250,300,300
251,316,316
252,311,311
253,108,108
254,98,98
255,168,168
256,40,40
257,304,304
258,327,327
259,308,308
260,216,216
261,552,552
262,551,551
263,520,520
264,508,508
265,504,504
266,484,484
267,479,479
268,478,478
269,517,517
270,518,518
271,480,480
272,499,499
273,506,506
274,447,447
275,483,483
276,505,505
277,260,260
278,259,259
279,151,151
280,201,201
281,150,150
282,332,332
283,353,353
284,313,313
285,331,331
286,288,288
287,149,149
288,148,148
289,262,262
290,287,287
291,351,351
292,147,147
293,120,120
294,91,91
295,232,232
296,119,119
297,146,146
298,143,143
299,80,80
300,167,167
301,28,28
302,141,141
303,166,166
304,29,29
305,165,165
306,58,58
307,452,452
308,455,455
309,281,281
310,219,219
311,454,454
312,315,315
313,306,306
314,218,218
315,303,303
316,217,217
317,163,163
318,53,53
319,96,96
320,451,451
321,52,52
322,515,515
323,95,95
324,94,94
325,70,70
326,44,44
327,497,497
328,43,43
329,140,140
330,302,302
331,301,301
332,215,215
333,214,214
334,450,450
335,299,299
336,284,284
337,298,298
338,213,213
339,212,212
340,226,226
341,225,225
342,210,210
343,250,250
344,173,173
345,494,494
346,185,185
347,196,196
348,492,492
349,154,154
350,244,244
351,243,243
352,156,156
353,222,222
354,221,221
355,194,194
356,491,491
357,193,193
358,444,444
359,401,401
360,399,399
361,363,363
362,369,369
363,398,398
364,409,409
365,279,279
366,220,220
367,273,273
368,278,278
369,277,277
370,272,272
371,271,271
372,208,208
373,192,192
374,191,191
375,443,443
376,190,190
377,189,189
378,442,442
379,276,276
380,269,269
381,270,270
382,249,249
383,268,268
384,267,267
385,207,207
386,206,206
387,188,188
388,187,187
389,507,507
390,496,496
391,186,186
392,493,493
393,400,400
394,386,386
395,384,384
396,377,377
397,408,408
398,406,406
399,362,362
400,382,382
401,422,422
402,380,380
403,376,376
404,360,360
405,344,344
406,343,343
407,342,342
408,341,341
409,526,526
410,145,145
411,137,137
412,113,113
413,121,121
414,532,532
415,531,531
416,330,330
417,124,124
418,93,93
419,69,69
420,162,162
421,129,129
422,66,66
423,64,64
424,42,42
425,338,338
426,41,41
427,61,61
428,161,161
429,112,112
430,142,142
431,136,136
432,144,144
433,68,68
434,131,131
435,130,130
436,67,67
437,105,105
438,51,51
439,109,109
440,132,132
441,92,92
442,106,106
443,50,50
444,107,107
445,36,36
446,60,60
447,59,59
448,65,65
449,35,35
450,57,57
451,79,79
452,56,56
453,99,99
454,498,498
455,97,97
456,514,514
457,63,63
458,34,34
459,55,55
460,77,77
461,54,54
462,45,45
463,513,513
464,312,312
465,337,337
466,180,180
467,211,211
468,280,280
469,254,254
470,290,290
471,291,291
472,310,310
473,309,309
474,177,177
475,159,159
476,75,75
477,118,118
478,516,516
479,336,336
480,289,289
481,62,62
482,164,164
483,48,48
484,37,37
485,78,78
486,32,32
487,31,31
488,47,47
489,116,116
490,115,115
491,160,160
492,127,127
493,49,49
494,33,33
495,46,46
496,117,117
497,453,453
498,297,297
499,457,457
500,321,321
501,456,456
502,307,307
503,314,314
504,449,449
505,328,328
506,178,178
507,305,305
508,158,158
509,179,179
510,253,253
511,266,266
512,257,257
513,242,242
514,155,155
515,274,274
516,264,264
517,247,247
518,182,182
519,224,224
520,241,241
521,223,223
522,184,184
523,248,248
524,183,183
525,251,251
526,205,205
527,209,209
528,200,200
529,123,123
530,438,438
531,446,446
532,482,482
533,198,198
534,122,122
535,440,440
536,445,445
537,430,430
538,428,428
539,265,265
540,181,181
541,240,240
542,172,172
543,197,197
544,439,439
545,448,448
546,429,429
547,431,431
548,470,470
549,361,361
550,460,460
551,459,459
552,397,397
553,467,467
554,458,458
555,423,423
556,420,420
557,365,365
558,355,355
559,426,426
560,349,349
561,404,404
562,371,371
563,419,419
564,469,469
565,417,417
566,466,466
567,385,385
568,462,462
569,416,416
570,396,396
571,461,461
572,395,395
573,415,415
574,414,414
575,464,464
576,465,465
577,383,383
578,379,379
579,347,347
580,388,388
581,346,346
582,413,413
583,358,358
584,435,435
585,392,392
586,407,407
587,239,239
588,237,237
589,157,157
590,252,252
591,238,238
592,204,204
593,481,481
594,135,135
595,199,199
596,195,195
597,427,427
598,463,463
599,381,381
600,364,364
601,468,468
602,421,421
603,418,418
604,345,345
605,378,378
606,348,348
607,389,389
608,403,403
609,393,393
610,356,356
611,391,391
612,390,390
613,405,405
614,402,402
615,412,412
616,411,411
617,410,410
618,375,375
619,357,357
620,340,340
621,339,339
622,441,441
623,368,368
624,350,350
625,367,367
626,374,374
627,334,334
628,333,333
629,366,366
